hex,year,occ_den,sp_richness,sp_evenness
85187473fffffff,2012,2227,478,0.9208030764483727
8519481bfffffff,2012,152,99,0.9705002033557534
85194077fffffff,2012,385,132,0.9239928669780536
85195bd3fffffff,2012,7,7,0.9999999999999999
85187637fffffff,2012,126,89,0.96649951449803
85195d7bfffffff,2012,5666,699,0.8843063943805529
8519467bfffffff,2012,1314,476,0.9649732424697245
85187483fffffff,2012,643,256,0.9609387070268212
851942cffffffff,2012,1570,478,0.8903215549573212
8519466bfffffff,2012,945,349,0.9193819434362044
85195a27fffffff,2012,1474,312,0.9236386591760972
85195527fffffff,2012,623,263,0.9518347351611538
85187497fffffff,2012,1183,331,0.9349634605833896
851959d7fffffff,2012,1402,313,0.9371462777069183
8519552bfffffff,2012,1684,297,0.9284974781364711
8519428bfffffff,2012,801,351,0.9570017329297948
851959d3fffffff,2012,722,218,0.8580029040561001
85194663fffffff,2012,387,293,0.9564195739090023
8519428ffffffff,2012,102,43,0.8978317330532535
8519430bfffffff,2012,5423,723,0.8937120641077863
85194353fffffff,2012,437,203,0.9391597370349571
85194287fffffff,2012,739,125,0.8093260421678043
8518748ffffffff,2012,307,223,0.9839439505675055
851942dbfffffff,2012,192,129,0.949672118822788
8519550ffffffff,2012,293,144,0.8721181100364547
851958c3fffffff,2012,170,74,0.8960841367166876
8519421bfffffff,2012,508,144,0.8761314151816503
85194e23fffffff,2012,221,97,0.9578776828943684
85194ea3fffffff,2012,125,51,0.9378994094330343
85197373fffffff,2012,290,195,0.9833258635703755
851943abfffffff,2012,502,129,0.8863117976236983
851942b3fffffff,2012,391,113,0.7142981150180069
85187413fffffff,2012,68,57,0.9774259056051455
85195513fffffff,2012,177,83,0.8738671735982739
851943c7fffffff,2012,149,63,0.8903592174076234
85195423fffffff,2012,29,23,0.9672073505215348
8519580bfffffff,2012,64,34,0.8835494192578843
85194e0bfffffff,2012,214,64,0.9022289136255466
851950b7fffffff,2012,67,26,0.8558369577451386
8519519bfffffff,2012,971,382,0.9225091358435519
851958dbfffffff,2012,132,51,0.9253087052381174
85195b87fffffff,2012,131,36,0.7739665498908604
8519599bfffffff,2012,111,41,0.7738796979516529
85195b0ffffffff,2012,35,16,0.7815126546758508
851941a3fffffff,2012,13,13,1.0000000000000004
8519556ffffffff,2012,63,37,0.9652604553996268
85187417fffffff,2012,88,21,0.9132318415842815
851955c7fffffff,2012,221,91,0.8390844687965163
85194057fffffff,2012,103,24,0.8689502713347554
8519400bfffffff,2012,116,71,0.9205829257090131
8519403bfffffff,2012,118,65,0.9527226911681635
85194347fffffff,2012,1684,410,0.8977597515943939
8519554ffffffff,2012,64,33,0.8960161307352563
85194e33fffffff,2012,326,164,0.9515636836520968
85195853fffffff,2012,30,26,0.9871893284862602
85195087fffffff,2012,73,58,0.9668365054878687
85194047fffffff,2012,33,21,0.9278655278274869
85194847fffffff,2012,7,7,0.9999999999999999
85194023fffffff,2012,35,27,0.9705797036332474
851951d3fffffff,2012,28,23,0.9837849261588976
8519550bfffffff,2012,75,34,0.9108364455630965
85194397fffffff,2012,33,1,0.0
851954b7fffffff,2012,6,5,0.9697238998682473
85194a33fffffff,2012,2,1,0.0
85195c5bfffffff,2013,7216,1065,0.8740303280064534
85195c53fffffff,2013,5489,712,0.8390629284635963
85195eb7fffffff,2013,10056,1270,0.8708904827305878
85195c63fffffff,2013,6778,836,0.7881744820709825
85195c47fffffff,2013,9315,1838,0.8775270350433896
85195ea3fffffff,2013,4928,443,0.8320066372156681
85195c43fffffff,2013,6497,963,0.8491449284454513
85195c4ffffffff,2013,7097,1090,0.8520268892299638
85195127fffffff,2013,1914,412,0.9199663669861037
85195ea7fffffff,2013,2362,260,0.8526995073923319
85195c57fffffff,2013,4076,648,0.8667446562937715
85195c73fffffff,2013,5936,927,0.8468985452814951
85195e97fffffff,2013,7931,1027,0.8407335792822064
85195eb3fffffff,2013,6342,860,0.8603492568202245
85195c0bfffffff,2013,2381,422,0.8838888905395178
85195c6bfffffff,2013,4994,831,0.874197869230883
85195e93fffffff,2013,118,78,0.9712285722197312
85195c4bfffffff,2013,8428,1650,0.8574527563609716
85195eaffffffff,2013,954,177,0.9281635956744767
85195c7bfffffff,2013,4597,602,0.820841119124843
8519512ffffffff,2013,640,175,0.9469451854015231
85195ccbfffffff,2013,3710,567,0.8297724132885487
85195e87fffffff,2013,761,212,0.9466953176892522
85195ccffffffff,2013,1603,532,0.9422427753954777
85195eabfffffff,2013,621,100,0.9670449207344485
85195ebbfffffff,2013,464,128,0.9594576033984779
85195e83fffffff,2013,282,89,0.9816021640808738
85195cd7fffffff,2013,6372,758,0.8631239632623952
851958d3fffffff,2013,320,120,0.8425654062747951
85195123fffffff,2013,4967,545,0.7918809633382704
8519465bfffffff,2013,2170,518,0.9277607243656969
85195d77fffffff,2013,7767,946,0.8044344177366056
85195da7fffffff,2013,8666,646,0.7666990201514281
85197323fffffff,2013,2251,484,0.8363846802152899
85195547fffffff,2013,1503,448,0.9295794796194576
85194107fffffff,2013,6215,501,0.7893618565699003
85195973fffffff,2013,1577,249,0.7058070391102529
851943d3fffffff,2013,409,146,0.8979213043259607
85187293fffffff,2013,2417,571,0.8894031801949016
85194aa3fffffff,2013,930,312,0.9393453579116239
85194eabfffffff,2013,548,151,0.7319328116327921
8519439bfffffff,2013,288,127,0.9396503393970277
8519436ffffffff,2013,1179,170,0.45007087264914364
85194073fffffff,2013,101,36,0.8709102061837771
85194e2ffffffff,2013,1151,451,0.9137535484806344
85194a0ffffffff,2013,3508,358,0.7015224265661899
8519730ffffffff,2013,961,448,0.9695518279519435
85195dd7fffffff,2013,664,162,0.727314938535017
8519404bfffffff,2013,4362,411,0.8661902887722888
851959abfffffff,2013,1634,304,0.8344387749700074
8519430ffffffff,2013,1950,484,0.862603171452892
85194343fffffff,2013,5866,951,0.8902548414862587
85194307fffffff,2013,1394,413,0.9137929226387558
85194843fffffff,2013,1690,300,0.7303219521048825
85194377fffffff,2013,727,237,0.8641104498301252
85195113fffffff,2013,4929,1046,0.8775020847287089
85194adbfffffff,2013,7977,509,0.783534266694063
85194e6ffffffff,2013,3925,390,0.8344161745912063
851959cffffffff,2013,4460,789,0.913761536795332
8519481bfffffff,2013,183,90,0.9590362342842823
851942cffffffff,2013,1250,448,0.881500707499865
85194a0bfffffff,2013,2310,461,0.7857910559416051
85194313fffffff,2013,59,22,0.8395760020118496
8519404ffffffff,2013,204,101,0.9399729266461507
85195103fffffff,2013,2878,575,0.806605237136304
8519590bfffffff,2013,3067,610,0.8558446433230555
8519425bfffffff,2013,957,385,0.8797442809959622
85195b97fffffff,2013,1148,47,0.7976799174813598
851955abfffffff,2013,1717,564,0.9419090267001878
85195987fffffff,2013,2387,195,0.6956651982921109
85194e5bfffffff,2013,3147,639,0.793525859354418
851951a3fffffff,2013,18664,777,0.81286716464919
85195da3fffffff,2013,3191,454,0.8337933483149116
85194a13fffffff,2013,2408,432,0.8187551399489601
85195c97fffffff,2013,3966,590,0.775806414612299
85194e8bfffffff,2013,5213,626,0.8207461806878557
85195d1bfffffff,2013,3314,510,0.8082333925899667
85195b83fffffff,2013,6695,100,0.6754469963129828
85195d87fffffff,2013,4373,612,0.7773804421165871
8519598ffffffff,2013,5104,232,0.6672501568585039
851874abfffffff,2013,996,381,0.9007660867052151
85195caffffffff,2013,5450,212,0.748040761363097
8519589bfffffff,2013,3970,341,0.6187334302232053
85195523fffffff,2013,884,176,0.8068431232631957
851958cbfffffff,2013,575,152,0.7709300331461523
85195d67fffffff,2013,7395,858,0.828406677667886
8519598bfffffff,2013,4099,203,0.6589862800576388
85194a53fffffff,2013,2843,367,0.7704506228812091
85195cbbfffffff,2013,5254,653,0.8524045640998413
85195d2bfffffff,2013,7316,1119,0.8944747816816601
8519594bfffffff,2013,3882,141,0.6341476848438324
85195933fffffff,2013,2766,320,0.7421937515111456
85195943fffffff,2013,8134,616,0.7736660841289545
85194323fffffff,2013,3066,446,0.7697996855372821
85195867fffffff,2013,8752,1267,0.8039685669754665
85195d0bfffffff,2013,9420,882,0.845114095725445
85194a47fffffff,2013,1858,362,0.7714145121379177
8519732ffffffff,2013,2044,260,0.6973798872649956
851958cffffffff,2013,1926,432,0.904410323755935
85195cdbfffffff,2013,5453,477,0.7733936616970957
85195d3bfffffff,2013,6699,1199,0.8622642249485291
85194edbfffffff,2013,6407,1487,0.8826140063748588
85195913fffffff,2013,5073,376,0.7206721210182924
85194e47fffffff,2013,2871,547,0.7180288226756156
85195917fffffff,2013,3869,567,0.7811737498660641
851942d3fffffff,2013,927,232,0.8345412466140208
8519597bfffffff,2013,7113,770,0.8004497915461662
85194a5bfffffff,2013,1473,317,0.8730236549066807
851959d7fffffff,2013,2111,227,0.642476835808992
851958a3fffffff,2013,5549,625,0.8818483802400684
851943dbfffffff,2013,513,123,0.82065772306453
85195db7fffffff,2013,2943,732,0.8569808520196309
85195dabfffffff,2013,1410,490,0.8786134012250384
8519554bfffffff,2013,285,36,0.7781533248628196
8519590ffffffff,2013,3219,659,0.8610467085194708
85194ac3fffffff,2013,12596,527,0.7110962034868118
85195d6bfffffff,2013,4743,686,0.8534424582916686
85195877fffffff,2013,30963,2636,0.7950098565467976
85194657fffffff,2013,3717,449,0.8088841868604574
85194143fffffff,2013,12470,748,0.7964588162247545
851959c7fffffff,2013,6969,427,0.6017085075774606
85195bbbfffffff,2013,4606,232,0.6500009352525716
85195cabfffffff,2013,2824,409,0.815257349688162
85194ec3fffffff,2013,2740,440,0.7883818470076148
85187433fffffff,2013,888,213,0.7662698986100078
85194e4bfffffff,2013,3809,714,0.9212931861881625
85194e43fffffff,2013,1491,510,0.855105214451643
85194acbfffffff,2013,5893,973,0.743395276414547
85195d0ffffffff,2013,3014,355,0.6889658835001126
85194263fffffff,2013,1546,485,0.8237855368322483
85194e3bfffffff,2013,631,135,0.8377392091471516
85194ad3fffffff,2013,7551,495,0.7631141852659787
8519422bfffffff,2013,1746,224,0.800829230204475
85195c07fffffff,2013,3119,526,0.8767284998518742
85195db3fffffff,2013,8745,850,0.8126617194081204
85195983fffffff,2013,975,55,0.7441747806375494
8519426bfffffff,2013,5264,606,0.764750253610888
85194e83fffffff,2013,9388,470,0.8489967870714376
85194e27fffffff,2013,2307,361,0.8175518946094422
85195b93fffffff,2013,1360,213,0.7563314066859511
851870d3fffffff,2013,5230,778,0.8778066765410529
8519402ffffffff,2013,1718,205,0.8300196132839995
8519591bfffffff,2013,7771,1102,0.8593220177671359
8519406ffffffff,2013,1955,373,0.7625216897404112
85194a4ffffffff,2013,3714,776,0.8644318380385063
85194223fffffff,2013,2260,307,0.7205709860451954
85194a07fffffff,2013,4733,410,0.7112456232871023
85195827fffffff,2013,4148,665,0.8973539749902254
85195d07fffffff,2013,3403,309,0.6743667430908221
85195cd3fffffff,2013,3912,414,0.767697400404338
85195907fffffff,2013,4590,595,0.7268758899298292
85195563fffffff,2013,1135,149,0.7301371165182535
85195577fffffff,2013,14483,1223,0.7677506222968455
851959bbfffffff,2013,3852,342,0.7563892990621454
85195903fffffff,2013,8239,600,0.6643534507072025
85195837fffffff,2013,2007,519,0.8747446689339154
851958a7fffffff,2013,7487,657,0.865108543258795
85195b7bfffffff,2013,4725,931,0.856289673776132
85195dbbfffffff,2013,5678,936,0.7650212020061516
85195947fffffff,2013,4632,273,0.6319970727427893
85195993fffffff,2013,1707,196,0.7883561560508618
85194ed7fffffff,2013,7916,580,0.8424633601862126
851874b7fffffff,2013,3115,625,0.7935217912414448
85194167fffffff,2013,6468,943,0.8479725522604535
851959b3fffffff,2013,3371,359,0.6767304683812893
85195cb7fffffff,2013,10486,1501,0.877704380238248
8519415bfffffff,2013,2225,441,0.8882805199328816
85195c67fffffff,2013,2521,282,0.7993071621855621
8519416bfffffff,2013,4808,879,0.856890120494927
85195573fffffff,2013,4049,345,0.6576347950955801
8519599bfffffff,2013,1068,147,0.7214252290920595
85195d6ffffffff,2013,6937,804,0.8768299696561555
85195d27fffffff,2013,4612,633,0.7995912958540913
85195d33fffffff,2013,5003,847,0.862681837187395
85195bc7fffffff,2013,2409,243,0.6468380654689729
85195957fffffff,2013,6645,620,0.821334320265025
85195ba3fffffff,2013,2632,418,0.845553778590593
85194a43fffffff,2013,1898,261,0.6858980091917806
8519414bfffffff,2013,2007,391,0.8572964282174056
85195c93fffffff,2013,3467,499,0.8646699284319022
85195b13fffffff,2013,3341,592,0.7987574250250151
8519434bfffffff,2013,11473,803,0.8625638003208728
851948c3fffffff,2013,891,86,0.7123067194622957
85194127fffffff,2013,17989,1255,0.8462915298095265
85195887fffffff,2013,2444,258,0.72178406124
85194353fffffff,2013,1339,255,0.8377651223104264
85194643fffffff,2013,973,230,0.7814972762675179
8519416ffffffff,2013,5755,699,0.8615587409804248
85195b53fffffff,2013,1056,247,0.7860103229117862
85195c2bfffffff,2013,5778,357,0.8083936876974116
85195bb7fffffff,2013,2195,212,0.7211610264509191
85195963fffffff,2013,3359,198,0.7189210053967915
85195d53fffffff,2013,1644,359,0.9180417277046964
8519484bfffffff,2013,1250,209,0.7285573625755223
85195c8ffffffff,2013,1896,434,0.8421595588126496
8519413bfffffff,2013,2248,525,0.8524443992945993
85194217fffffff,2013,3903,677,0.8661765487416228
85195daffffffff,2013,4081,691,0.8399634423301471
85194acffffffff,2013,1314,280,0.8270250598249966
85194327fffffff,2013,6118,380,0.8143938402795377
85194117fffffff,2013,4173,752,0.8627133930035746
85194e2bfffffff,2013,2738,278,0.7065448091962259
85194213fffffff,2013,2444,597,0.9360581624690285
85194647fffffff,2013,998,393,0.8784298786152764
85194147fffffff,2013,3199,532,0.8304503597811268
85197333fffffff,2013,1682,427,0.8367462301788289
85195d8ffffffff,2013,3572,564,0.8162248327110504
85195d2ffffffff,2013,3482,388,0.848101709243493
85195d73fffffff,2013,11416,1344,0.8630406304047491
85194153fffffff,2013,1639,243,0.8322358370733081
85194e63fffffff,2013,1232,244,0.8163792447309606
85194a57fffffff,2013,2297,365,0.7506238755692797
8519594ffffffff,2013,1385,65,0.7454717254282814
85195c37fffffff,2013,3701,131,0.665375776120163
851958c7fffffff,2013,930,58,0.7304900311236825
85194e4ffffffff,2013,6934,946,0.8601185900781786
85195863fffffff,2013,7989,1055,0.8181343422349869
85195c1bfffffff,2013,15425,884,0.8424181631886347
851948cffffffff,2013,1409,234,0.9000760904883993
85195bdbfffffff,2013,1286,283,0.826678289552225
85194653fffffff,2013,3321,391,0.743055243454844
85194337fffffff,2013,3955,325,0.8742092437185134
85194ad7fffffff,2013,2393,245,0.7321394124153309
85194a4bfffffff,2013,2785,466,0.7351168173459093
85194ecbfffffff,2013,11333,2095,0.907523754999485
8519414ffffffff,2013,5424,996,0.8993816442415703
851958bbfffffff,2013,1692,303,0.8013615042518941
85195d17fffffff,2013,4779,854,0.7605048413345067
851955affffffff,2013,1602,369,0.9333353552521879
85194a73fffffff,2013,1075,305,0.8809080758445655
85195c0ffffffff,2013,4052,465,0.797443137212933
85195bc3fffffff,2013,1194,227,0.7764634772618424
85194abbfffffff,2013,2014,524,0.7990423157590263
8519431bfffffff,2013,263,66,0.8302179079102446
85194e6bfffffff,2013,14186,536,0.766271553682455
85195833fffffff,2013,2948,576,0.7846133490227648
85194e53fffffff,2013,5792,444,0.8026973577649023
85195cc3fffffff,2013,6781,944,0.8715801232346914
85195b4bfffffff,2013,735,67,0.6936081371263385
85195d97fffffff,2013,3369,675,0.8648403777071144
85195dcbfffffff,2013,2858,476,0.7493403811225114
85194c5bfffffff,2013,14124,800,0.8518049611977586
851951affffffff,2013,5209,633,0.82799808073321
85195ba7fffffff,2013,1354,132,0.7060810250652263
85195ca7fffffff,2013,2041,374,0.8578122425455159
85195b8bfffffff,2013,1419,147,0.7528376971652155
851973d7fffffff,2013,580,122,0.7823762182649797
851959c3fffffff,2013,2001,528,0.9326239973782785
85195807fffffff,2013,3107,632,0.7643507290149534
85195b0bfffffff,2013,1357,385,0.8515903581374332
85195bb3fffffff,2013,1895,67,0.735806516470155
85194303fffffff,2013,961,162,0.8760801427106224
85195b0ffffffff,2013,485,107,0.7408817434328581
8519557bfffffff,2013,697,245,0.8386057394079381
85194a03fffffff,2013,2091,359,0.7617899039826398
8519412ffffffff,2013,2213,451,0.851460421633946
8519464ffffffff,2013,1552,356,0.8673037870269181
85195d43fffffff,2013,1916,413,0.8912853776063829
85194ac7fffffff,2013,854,324,0.8915242440215355
85194133fffffff,2013,5899,456,0.8622956015163802
85194267fffffff,2013,2225,575,0.8353624529137091
85194ed3fffffff,2013,9412,862,0.8643266998803497
85195d03fffffff,2013,1124,178,0.7488268707118833
85194e73fffffff,2013,920,135,0.7248076407796078
85195d13fffffff,2013,792,91,0.8127399773959585
8519466ffffffff,2013,1665,411,0.8272231847786494
851941abfffffff,2013,7584,540,0.8677557752449108
85195b9bfffffff,2013,3954,221,0.8434324406842796
85195bcffffffff,2013,1276,414,0.9335745746881886
85195c87fffffff,2013,4601,792,0.8152117544687876
85195d8bfffffff,2013,2571,221,0.8571008439015133
85195b17fffffff,2013,1223,216,0.8388940121280245
85187467fffffff,2013,960,165,0.799468338733015
8519586ffffffff,2013,1766,581,0.9052057984840954
8519410ffffffff,2013,2698,448,0.8699320667653458
85195c77fffffff,2013,1173,321,0.825906639773786
85194067fffffff,2013,506,49,0.7646886199432249
8518740bfffffff,2013,1728,456,0.9358795008467952
85195d23fffffff,2013,10711,1046,0.8790350446522178
85194a8bfffffff,2013,1110,349,0.86871647917245
85195b03fffffff,2013,1862,603,0.8908952638203528
85195d37fffffff,2013,4104,570,0.8686315897346806
85194e77fffffff,2013,1102,160,0.807534740548005
85195893fffffff,2013,2644,206,0.5960574385515883
85195997fffffff,2013,1766,378,0.7436590003690199
851870d7fffffff,2013,5349,636,0.8622147453962016
8519582bfffffff,2013,4577,922,0.8814581327712425
85194a7bfffffff,2013,500,91,0.8519555785958663
85194043fffffff,2013,742,190,0.8205638811164834
85195d47fffffff,2013,3584,656,0.8984528873172105
85195c83fffffff,2013,1187,251,0.7756242119067609
85194e07fffffff,2013,1005,262,0.8067397571012399
851875d3fffffff,2013,2135,702,0.9011009307135354
851874affffffff,2013,2117,719,0.9016254266778034
85195d57fffffff,2013,989,289,0.8928260520451751
85194a1bfffffff,2013,2164,521,0.8358016268874232
8519430bfffffff,2013,3987,578,0.8106121262804501
85195c3bfffffff,2013,1301,349,0.8670078291355567
8519432ffffffff,2013,4047,405,0.8822066167444047
85195537fffffff,2013,5843,758,0.9033242445839079
85194e8ffffffff,2013,5863,1034,0.8777251595019271
85194233fffffff,2013,2172,421,0.8816758556502382
8519513bfffffff,2013,6214,563,0.8255461859798979
8519596bfffffff,2013,763,123,0.7758496559531742
85195593fffffff,2013,604,238,0.9042553069661448
8519420bfffffff,2013,752,216,0.8634450497258302
8519581bfffffff,2013,2024,727,0.924934774111187
85194633fffffff,2013,2082,552,0.8803495475989478
85195c6ffffffff,2013,2216,413,0.8772245276194681
85197327fffffff,2013,2055,395,0.8404001556822707
85194e0ffffffff,2013,1768,272,0.7789051712284313
85194ebbfffffff,2013,3377,316,0.8395251159876848
851958affffffff,2013,1635,422,0.9084361541911156
85194203fffffff,2013,1715,256,0.8554471028931397
8519595bfffffff,2013,846,365,0.8860467860517076
85195b47fffffff,2013,2527,580,0.915466277192603
85195803fffffff,2013,2219,632,0.9024044495905313
8519435bfffffff,2013,2153,449,0.8523649410344095
85194e13fffffff,2013,3313,747,0.9083060795862472
85195597fffffff,2013,1206,435,0.9094890382268913
85195a2ffffffff,2013,1155,372,0.8827064614778195
8519485bfffffff,2013,782,323,0.8651006526400934
851874a3fffffff,2013,4286,578,0.9110883868466668
85195883fffffff,2013,1868,675,0.8845721343088909
851951b3fffffff,2013,4860,275,0.8745570404864351
85195c2ffffffff,2013,415,121,0.9043413197626062
85195c23fffffff,2013,1749,484,0.916481438851542
85195ddbfffffff,2013,1415,205,0.7352348185334452
8519593bfffffff,2013,724,73,0.7891565572771199
851870cbfffffff,2013,1690,349,0.8947466526588979
85195533fffffff,2013,709,327,0.9161683712795327
85195c9bfffffff,2013,1477,533,0.9121139077755176
851946cffffffff,2013,624,124,0.8928991134778588
8519553bfffffff,2013,1978,615,0.923253557086208
8519460ffffffff,2013,487,262,0.8824813869823706
85194e7bfffffff,2013,1708,325,0.76706028486318
85194673fffffff,2013,2123,596,0.9164707187097025
85194103fffffff,2013,2321,462,0.8885025359579842
85195b1bfffffff,2013,858,322,0.8836329035101433
85194607fffffff,2013,884,397,0.9272775855770031
85194e87fffffff,2013,15905,993,0.810273617133452
85195583fffffff,2013,1427,482,0.9490547535774568
8519405bfffffff,2013,326,149,0.9284770483184362
8519738ffffffff,2013,592,161,0.9048288215061794
85195b63fffffff,2013,1653,534,0.9203642618180471
85195587fffffff,2013,1447,302,0.9154532253740219
85195b6bfffffff,2013,2294,601,0.905456121845502
8519552ffffffff,2013,4897,696,0.9034896904150026
8519739bfffffff,2013,752,138,0.8982691468003383
851874bbfffffff,2013,452,220,0.8993647302994531
851942c3fffffff,2013,1327,415,0.8960023935281279
85194163fffffff,2013,583,247,0.9260127732532165
851959b7fffffff,2013,2027,319,0.8922578567345028
85195557fffffff,2013,388,99,0.8471042089456208
8519558bfffffff,2013,437,271,0.9596166298961952
85194677fffffff,2013,1790,600,0.9524924676176915
8519583bfffffff,2013,14054,1476,0.8631253867019693
851876a7fffffff,2013,1186,357,0.9019765479559534
85195b4ffffffff,2013,1511,539,0.9374923242543824
8519421bfffffff,2013,516,130,0.8598557971244489
8519518ffffffff,2013,4959,978,0.8953608631091371
851940dbfffffff,2013,1914,314,0.8553752355980608
85194247fffffff,2013,816,234,0.906921999281461
851875c3fffffff,2013,233,133,0.937643537973989
85195813fffffff,2013,1554,461,0.8873777508178179
85195543fffffff,2013,125,84,0.9739112238659722
851951abfffffff,2013,16635,1024,0.8049401110757312
851973abfffffff,2013,4865,467,0.8083852648411414
85187493fffffff,2013,1479,755,0.9596170545167544
85195baffffffff,2013,603,211,0.9140145380852129
85195817fffffff,2013,3036,327,0.8665040688257359
851942bbfffffff,2013,2154,177,0.5030723029042896
8519420ffffffff,2013,1554,382,0.8741859563319959
85195d63fffffff,2013,2393,570,0.8996645417589892
85195d5bfffffff,2013,559,170,0.9237188614962952
851942abfffffff,2013,6782,447,0.7949311295177508
851959a3fffffff,2013,860,194,0.9119609766369763
85194257fffffff,2013,381,169,0.8777834586024739
8519426ffffffff,2013,2057,520,0.9062813287633235
85194207fffffff,2013,27839,799,0.6991356891665108
85194277fffffff,2013,1580,578,0.9355199526732568
8519738bfffffff,2013,930,206,0.9073759660698476
85197383fffffff,2013,915,154,0.8691392799256268
851973affffffff,2013,263,136,0.941013341732062
85197367fffffff,2013,1367,369,0.922780578376349
85194373fffffff,2013,30790,996,0.7743298053343628
8519556bfffffff,2013,206,113,0.9440349846787801
85195437fffffff,2013,579,204,0.9019283925626654
85194367fffffff,2013,2239,179,0.2789402998448977
85194a93fffffff,2013,1082,334,0.8815404001367895
85195137fffffff,2013,1792,343,0.7981159009116293
85195107fffffff,2013,9002,1160,0.829831424029169
8519411bfffffff,2013,16920,1022,0.8363169194224751
85194003fffffff,2013,1420,232,0.908242163774657
851875dbfffffff,2013,969,311,0.8837794744989551
85194ab3fffffff,2013,2232,408,0.907707462045514
851954b7fffffff,2013,91,89,0.9968821598362986
85197357fffffff,2013,79,79,1.0000000000000007
85187403fffffff,2013,634,274,0.9344291632769353
8519429bfffffff,2013,1060,362,0.9001789933234963
85197337fffffff,2013,3938,480,0.8387838041745795
851946cbfffffff,2013,229,155,0.9698294244180704
85197317fffffff,2013,256,128,0.9458916105433953
85195197fffffff,2013,6001,701,0.8939875724589831
85195d4bfffffff,2013,564,127,0.8215881550754817
85194e23fffffff,2013,248,91,0.9474718802825938
85195dd3fffffff,2013,460,165,0.874725268934819
85195c27fffffff,2013,380,135,0.9296823450666255
8519438bfffffff,2013,38,15,0.8500633046421948
8519736ffffffff,2013,951,391,0.9593709993394077
85195babfffffff,2013,223,117,0.9242280958939606
85195133fffffff,2013,6679,855,0.8547600552965132
8518746ffffffff,2013,3107,933,0.9324401301994412
851946affffffff,2013,2304,462,0.8649133548311894
85195a2bfffffff,2013,568,358,0.9524965329508047
85194eb3fffffff,2013,1558,422,0.9240031911501203
851946abfffffff,2013,886,489,0.9566779254966795
85195a23fffffff,2013,2147,500,0.9223187097907928
851875d7fffffff,2013,243,164,0.9760476842962534
85194603fffffff,2013,568,357,0.9551514626049336
85195b73fffffff,2013,731,346,0.947196586546337
85187463fffffff,2013,7040,679,0.8757391446166233
85195c17fffffff,2013,2430,833,0.9426262896162758
8519580ffffffff,2013,8308,1590,0.9202370476206108
851874a7fffffff,2013,1364,536,0.9368097364382925
85187407fffffff,2013,202,94,0.8878646399251175
85194a3bfffffff,2013,553,204,0.9333796207358109
8519510ffffffff,2013,14249,616,0.7836644646281423
851941affffffff,2013,4663,415,0.8847199639178787
85194157fffffff,2013,4543,426,0.8724636114697143
8519484ffffffff,2013,3591,331,0.8662626042614482
85197303fffffff,2013,720,287,0.9173139298482232
851951b7fffffff,2013,7607,675,0.8511512693193148
85195dcffffffff,2013,710,269,0.9115273965060685
851942d7fffffff,2013,14038,323,0.7747434214513469
851940cffffffff,2013,427,124,0.9125777239897264
851948cbfffffff,2013,903,204,0.9301340631312816
85194357fffffff,2013,2728,493,0.9152602965599298
851951a7fffffff,2013,3295,503,0.8972998095937267
851943abfffffff,2013,537,180,0.8920677218659117
851958c3fffffff,2013,259,88,0.8215763035321801
85194287fffffff,2013,762,101,0.7116841333995407
8519731bfffffff,2013,124,90,0.9770880583386528
85194243fffffff,2013,1766,360,0.9317279630875335
85194e17fffffff,2013,1217,343,0.9265024272554673
8519467bfffffff,2013,1170,431,0.9461781052818511
851943bbfffffff,2013,306,114,0.9509026489961534
85194e67fffffff,2013,1438,287,0.9075155161814948
851942b3fffffff,2013,1356,136,0.4423710436955471
85194113fffffff,2013,1540,356,0.9267955001361142
85194c43fffffff,2013,2904,688,0.8845190511625135
8519434ffffffff,2013,16919,1137,0.7986483296001561
8519424ffffffff,2013,904,208,0.8956563963852785
851941bbfffffff,2013,2068,282,0.904347606635562
85195953fffffff,2013,7653,768,0.9142069216428146
8519554ffffffff,2013,87,38,0.8104217263883982
8519436bfffffff,2013,2742,560,0.9265542891245769
85195d9bfffffff,2013,1197,329,0.728107338137765
85195d93fffffff,2013,1104,302,0.8222033367266526
85195d7bfffffff,2013,3860,524,0.8724197075889422
85195d83fffffff,2013,1000,384,0.8779769559963639
85195dc7fffffff,2013,337,138,0.9325703441649666
85194363fffffff,2013,692,192,0.8696457031422928
85195dc3fffffff,2013,275,50,0.7832873069456237
85194ecffffffff,2013,1351,397,0.9291156477936731
851958b7fffffff,2013,2184,456,0.8703438955444078
851959d3fffffff,2013,1710,503,0.9046740094622715
8519432bfffffff,2013,2585,436,0.8509540908833096
85194c4bfffffff,2013,19563,976,0.842240172986891
85194e97fffffff,2013,6042,789,0.9090627617467183
85194ec7fffffff,2013,2493,504,0.9317080266762219
85194123fffffff,2013,1885,356,0.875616535699308
85194e9bfffffff,2013,4277,494,0.9049416332420973
85194c53fffffff,2013,3266,392,0.8232548751622998
8519412bfffffff,2013,946,294,0.9100541766592818
85194137fffffff,2013,6884,862,0.8551975764414337
85194e93fffffff,2013,1169,180,0.7970414125541041
85194e1bfffffff,2013,301,172,0.9679829643694128
851943a7fffffff,2013,1347,247,0.9033005525006738
85195ca3fffffff,2013,9735,2011,0.9257501682057785
85194aabfffffff,2013,638,369,0.9576544820490962
85194a8ffffffff,2013,703,328,0.9491169414937175
851943b3fffffff,2013,1691,397,0.9057902335233022
851942c7fffffff,2013,935,374,0.8912188356395464
